dateid,CalendarDate,CalendarQuarter,YearMonth,SubsidiaryCode,SubsidiaryName,TPId,TPNamee,DeviceName,PFAMName,ProductPartNbr, SellThruQTY , SellinQTY 
12/4/2018,12/4/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 24 , -   
10/2/2018,10/2/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 52 , -   
1/5/2017,1/5/2017,2017-Q1,201701,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 280 , -   
5/13/2019,5/13/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,LJJXXXX, 142 , 334 
4/24/2019,4/24/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,LJJXXXX, 116 , 36 
9/23/2018,9/23/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 160 , -   
6/15/2017,6/15/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 13 , 1 
1/12/2020,1/12/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 7 , -   
2/17/2019,2/17/2019,2019-Q1,201902,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 4 , -   
12/13/2017,12/13/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 17 , 14 
8/24/2017,8/24/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 98 , -   
7/16/2018,7/16/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 58 , -   
1/16/2018,1/16/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 88 , -   
1/16/2018,1/16/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 20 , -   
3/7/2018,3/7/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 33 , -   
12/9/2017,12/9/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 62 , -   
8/9/2018,8/9/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 129 , -   
8/16/2018,8/16/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 92 , -   
3/4/2020,3/4/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 24 , -   
7/2/2017,7/2/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 0 , -   
3/16/2018,3/16/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 6 , -   
8/2/2018,8/2/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 43 , -   
11/6/2018,11/6/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,LJJXXXX, 10 ," 1,781 "
9/21/2018,9/21/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 53 , -   
6/4/2018,6/4/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 37 , 2 
9/14/2019,9/14/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 10 , 20 
3/3/2019,3/3/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
2/12/2017,2/12/2017,2017-Q1,201702,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 21 , -   
7/25/2019,7/25/2019,2019-Q3,201907,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 3 , -   
3/23/2019,3/23/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
10/21/2018,10/21/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 7 , -   
7/23/2017,7/23/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 12 , -   
8/30/2018,8/30/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 12 , -   
9/22/2017,9/22/2017,2017-Q3,201709,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 28 , 167 
8/11/2016,8/11/2016,2016-Q3,201608,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, 7 , 188 
4/15/2018,4/15/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
8/25/2016,8/25/2016,2016-Q3,201608,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 7 , -   
4/30/2019,4/30/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 16 , -   
12/12/2017,12/12/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 9 , -   
11/21/2019,11/21/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 23 , 66 
5/29/2019,5/29/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 7 , -   
3/26/2019,3/26/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 2 , -   
2/16/2019,2/16/2019,2019-Q1,201902,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 14 , -   
2/13/2017,2/13/2017,2017-Q1,201702,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, 0 , -   
8/9/2017,8/9/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, (3), -   
1/5/2017,1/5/2017,2017-Q1,201701,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 3 , -   
1/9/2018,1/9/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 3 , -   
11/24/2017,11/24/2017,2017-Q4,201711,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 4 , -   
5/11/2018,5/11/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 51 , -   
1/13/2018,1/13/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 11 , -   
4/8/2019,4/8/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 9 , 13 
10/26/2017,10/26/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 11 , -   
2/9/2018,2/9/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 12 , -   
8/1/2019,8/1/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
11/17/2019,11/17/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,LJJXXXX, 0 , -   
8/4/2019,8/4/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 1 , -   
9/27/2018,9/27/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 7 , -   
6/20/2019,6/20/2019,2019-Q2,201906,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 12 , 15 
8/18/2018,8/18/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 1 , -   
5/28/2019,5/28/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 4 , -   
11/28/2017,11/28/2017,2017-Q4,201711,75,Canada,5924114,Retailer-2,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
1/29/2018,1/29/2018,2018-Q1,201801,75,Canada,5924114,Retailer-2,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 11 , -   
9/20/2017,9/20/2017,2017-Q3,201709,75,Canada,5924114,Retailer-2,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 5 , -   
11/26/2019,11/26/2019,2019-Q4,201911,75,Canada,5924114,Retailer-2,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
9/16/2018,9/16/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 1 , -   
7/11/2018,7/11/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 4 , -   
1/12/2020,1/12/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 1 , -   
3/12/2017,3/12/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 0 , -   
9/14/2019,9/14/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 0 , -   
1/11/2020,1/11/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 2 , -   
8/8/2018,8/8/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
4/21/2019,4/21/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 2 , -   
4/1/2018,4/1/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
12/11/2017,12/11/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 7 , -   
5/29/2018,5/29/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 2 , -   
4/16/2020,4/16/2020,2020-Q2,202004,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
3/20/2020,3/20/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 4 , -   
6/25/2018,6/25/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 2 , 10 
6/11/2018,6/11/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 0 , -   
4/1/2018,4/1/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
1/30/2019,1/30/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 0 , -   
12/11/2018,12/11/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-2,Device-1 128GBi5 8GBColorTCBndlDB M1796,KL-0XXXX, 0 , -   
3/30/2016,3/30/2016,2016-Q1,201603,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, -   , 1 
6/1/2016,6/1/2016,2016-Q2,201606,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, -   , 208 
3/14/2016,3/14/2016,2016-Q1,201603,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, -   , 5 
2/19/2016,2/19/2016,2016-Q1,201602,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, -   , 136 
11/6/2015,11/6/2015,2015-Q4,201511,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, -   , 155 
9/7/2018,9/7/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 2 , -   
5/10/2018,5/10/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
9/19/2016,9/19/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 1 , -   
2/2/2017,2/2/2017,2017-Q1,201702,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 4 , -   
2/22/2017,2/22/2017,2017-Q1,201702,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 23 , -   
9/6/2017,9/6/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 3 , -   
2/28/2019,2/28/2019,2019-Q1,201902,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 0 , -   
5/4/2018,5/4/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 7 , -   
1/4/2018,1/4/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 1 , -   
9/15/2016,9/15/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 3 , -   
1/25/2019,1/25/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB Demo M1796,FN-0XXXX, 1 , -   
9/5/2016,9/5/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 4 , -   
12/3/2017,12/3/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB BlackTCBndl M1796,-0G-0XXXX, 7 , -   
11/19/2018,11/19/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 1 , -   
12/3/2017,12/3/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 6 , -   
7/6/2018,7/6/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
8/18/2019,8/18/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGU-00002, 0 , -   
12/14/2018,12/14/2018,2018-Q4,201812,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 0 , -   
12/30/2016,12/30/2016,2016-Q4,201612,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 2 , -   
10/15/2016,10/15/2016,2016-Q4,201610,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 3 , -   
2/15/2019,2/15/2019,2019-Q1,201902,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 0 , -   
11/30/2019,11/30/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
10/25/2019,10/25/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 2 , -   
9/24/2018,9/24/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
5/21/2018,5/21/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 1 , -   
5/10/2019,5/10/2019,2019-Q2,201905,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
10/8/2018,10/8/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, -   , 9 
5/27/2017,5/27/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, -   , 51 
4/20/2016,4/20/2016,2016-Q2,201604,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 46 
12/14/2015,12/14/2015,2015-Q4,201512,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, -   , 61 
10/7/2019,10/7/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 1 , -   
7/5/2018,7/5/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
12/4/2018,12/4/2018,2018-Q4,201812,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUX-00002, 1 , -   
11/15/2017,11/15/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB BlackTCBndl M1796,-0G-0XXXX, 1 , -   
10/28/2018,10/28/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 0 , -   
9/1/2018,9/1/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 0 , -   
10/24/2018,10/24/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 1 , -   
7/5/2018,7/5/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
7/1/2017,7/1/2017,2017-Q3,201707,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 0 , -   
1/27/2018,1/27/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GG-00018, 0 , -   
10/13/2018,10/13/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 1 , -   
8/12/2016,8/12/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 4 , -   
3/3/2017,3/3/2017,2017-Q1,201703,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 0 , -   
6/30/2017,6/30/2017,2017-Q2,201706,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 0 , -   
7/14/2016,7/14/2016,2016-Q3,201607,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB Commer,SU9XXXX, 0 , -   
8/5/2016,8/5/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i7 16GB Commer,TN3XXXX, 3 , -   
12/29/2017,12/29/2017,2017-Q4,201712,10,United States,47922,Retailer-3,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
12/29/2017,12/29/2017,2017-Q4,201712,10,United States,47922,Retailer-3,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
6/21/2018,6/21/2018,2018-Q2,201806,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i7 8G Comm M1796,FKGXXXX, 0 , -   
6/28/2018,6/28/2018,2018-Q2,201806,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 5 , -   
7/19/2018,7/19/2018,2018-Q3,201807,10,United States,47922,Retailer-3,Device-4,Device-1 i7/16/256 GPU Comm,-0NSXXXX, 1 , -   
3/12/2019,3/12/2019,2019-Q1,201903,10,United States,47922,Retailer-3,Device-2,Device-1 512GB i7 16GB Comm M1796,FKJXXXX, 0 , -   
12/10/2017,12/10/2017,2017-Q4,201712,10,United States,47922,Retailer-3,Device-2,Device-1 128GB i5 4GB Comm M1796,FJUXXXX, 1 , -   
2/15/2017,2/15/2017,2017-Q1,201702,10,United States,47922,Retailer-3,Device-1,Device-1 128GB M 4GB Commer,SU5XXXX, 0 , -   
1/18/2016,1/18/2016,2016-Q1,201601,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, -   , 2 
5/6/2016,5/6/2016,2016-Q2,201605,10,United States,47922,Retailer-3,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 29 
5/27/2016,5/27/2016,2016-Q2,201605,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   , 7 
8/1/2017,8/1/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 34 , 65 
3/16/2018,3/16/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 31 , 189 
8/18/2017,8/18/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 279 , -   
11/28/2019,11/28/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 51 , -   
2/29/2020,2/29/2020,2020-Q1,202002,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 4 , -   
1/18/2020,1/18/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 23 , -   
9/27/2016,9/27/2016,2016-Q3,201609,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 27 , -   
1/18/2017,1/18/2017,2017-Q1,201701,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 14 , -   
8/27/2018,8/27/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 66 , -   
7/2/2017,7/2/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 30 , -   
6/23/2017,6/23/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 90 , -   
1/21/2019,1/21/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 7 , -   
3/19/2019,3/19/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 5 , -   
7/28/2017,7/28/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 0 , -   
1/21/2020,1/21/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 5 , -   
7/8/2019,7/8/2019,2019-Q3,201907,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 37 , -   
8/8/2016,8/8/2016,2016-Q3,201608,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 29 , 27 
10/12/2018,10/12/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 40 , -   
1/19/2020,1/19/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 28 , -   
1/28/2019,1/28/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M4GB TCBndl DB M1796,LJJXXXX, 8 , -   
7/29/2019,7/29/2019,2019-Q3,201907,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 30 , -   
9/14/2019,9/14/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 17 , -   
12/15/2019,12/15/2019,2019-Q4,201912,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 2 , -   
7/8/2017,7/8/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 22 , -   
5/23/2018,5/23/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 34 , 77 
8/4/2018,8/4/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 14 , -   
10/7/2019,10/7/2019,2019-Q4,201910,10,United States,27898,Retailer-1,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 67 , 108 
3/2/2020,3/2/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 9 , 59 
3/10/2018,3/10/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 14 , -   
6/1/2017,6/1/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 151 , -   
8/2/2018,8/2/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 23 , 33 
8/15/2019,8/15/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 16 , -   
10/29/2019,10/29/2019,2019-Q4,201910,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 5 , -   
10/16/2018,10/16/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 2 , -   
5/23/2018,5/23/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 6 , -   
7/5/2018,7/5/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 2 , 37 
